College Name,Month/Year Collected,Annual Green Power Usage (kWh),GP% Total Energy Use,Green Power Resources,College State,Rank,Lat,Long,City location of institution,Hours of sunlight per city,Average enrollment from 2020 - 2018
The Catholic University of America,4/25/2018,39090882,100,Wind,DC,30,38.93698,-76.998055,Washington,2527.7,5697.67
The Catholic University of America,1/22/2018,39090882,100,Wind,DC,29,38.93698,-76.998055,Washington,2527.7,5697.67
The City University of New York,4/22/2019,64000000,14,Wind,NY,20,40.73,-73.997,,,
The City University of New York,2/5/2019,64000000,14,Wind,NY,20,40.73,-73.997,,,
The City University of New York,10/29/2018,64000000,14,Wind,NY,20,40.73,-73.997,,,
The City University of New York,7/23/2018,64000000,14,Wind,NY,22,40.73,-73.997,,,
The City University of New York,4/25/2018,64000000,14,Wind,NY,22,40.73,-73.997,,,
The City University of New York,1/22/2018,64000000,13,Wind,NY,20,40.73,-73.997,,,
The Ohio State University,7/26/2021,99742483,17,Wind,OH,15,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,4/26/2021,99742483,17,Wind,OH,15,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,1/25/2021,99742483,17,Wind,OH,14,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,10/19/2020,99742483,17,"Biomass, Solar, Wind",OH,13,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,7/27/2020,99742483,17,Wind,OH,14,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,4/27/2020,99742483,17,Wind,OH,16,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,1/27/2020,85505575,14,Wind,OH,19,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,7/29/2019,85505575,14,Wind,OH,16,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,4/22/2019,85505575,14,Wind,OH,16,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,2/5/2019,105651613,18,Wind,OH,10,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,10/29/2018,105651613,18,Wind,OH,10,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,7/23/2018,105651613,18,Wind,OH,10,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,4/25/2018,105651613,18,Wind,OH,10,39.999387,-83.02271,Columbus,2182.6,61310
The Ohio State University,1/22/2018,107499814,17,Wind,OH,10,39.999387,-83.02271,Columbus,2182.6,61310
"University at Buffalo, The State University of New York",7/26/2021,216403405,102,"Solar, Wind",NY,4,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",4/26/2021,216403405,102,"Solar, Wind",NY,4,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",1/25/2021,227985303,100,"Biomass, Solar",NY,4,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",10/19/2020,227985303,100,"Biomass, Solar",NY,4,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",7/27/2020,227985303,100,"Biomass, Solar",NY,4,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",4/27/2020,227985303,100,"Biomass, Solar",NY,4,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",1/27/2020,224325000,100,"Biomass, Solar",NY,3,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",7/29/2019,224325000,100,"Biomass, Solar",NY,2,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",4/22/2019,224325000,100,"Biomass, Solar",NY,2,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",2/5/2019,219284258,100,"Biomass, Solar",NY,2,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",10/29/2018,219284258,100,"Biomass, Solar",NY,2,43.0004,-78.7879,Buffalo,2206.6,31924.33
"University at Buffalo, The State University of New York",7/23/2018,219284258,100,"Biomass, Solar",NY,2,43.0004,-78.7879,Buffalo,2206.6,31924.33
University of California,7/26/2021,480801183,46,Various,CA,1,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,4/26/2021,328380213,30,"Biogas, Biomass, Solar, Wind",CA,1,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,1/25/2021,328380213,30,"Biogas, Biomass, Solar, Wind",CA,1,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,10/19/2020,328380213,30,"Biogas, Biomass, Solar, Wind",CA,1,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,7/27/2020,328380213,30,"Biogas, Biomass, Solar, Wind",CA,1,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,4/27/2020,328380213,30,"Biogas, Biomass, Solar, Wind",CA,1,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,1/27/2020,273347222,25,Various,CA,1,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,7/29/2019,273347222,25,Various,CA,1,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,4/22/2019,273347222,25,Various,CA,1,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,2/5/2019,182762683,15,"Biogas, Solar, Wind",CA,4,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,10/29/2018,182762683,15,"Biogas, Solar, Wind",CA,4,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,7/23/2018,182762683,15,"Biogas, Solar, Wind",CA,4,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,4/25/2018,182762683,15,"Biogas,Solar,Wind",CA,4,37.871853,-122.258423,Berkeley,3061.7,42671
University of California,1/22/2018,128084650,11,"Biomass, Biogas, Solar, Wind",CA,8,37.871853,-122.258423,Berkeley,3061.7,42671
University of Illinois at Urbana-Champaign,10/29/2018,30533994,7,"Solar, Wind",IL,30,40.110558,-88.228333,Champaign,2963.9,51328.67
University of Illinois at Urbana-Champaign,1/22/2018,33198656,8,"Solar, Wind",IL,30,40.110558,-88.228333,Champaign,2963.9,51328.67
University of Maryland,7/26/2021,171274825,68,"Small-hydro, Solar, Wind",MD,7,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,4/26/2021,171274825,68,"Small-hydro, Solar, Wind",MD,7,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,1/25/2021,204194825,70,"Small-hydro, Solar, Wind",MD,6,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,10/19/2020,204194825,70,"Small-hydro, Solar, Wind",MD,5,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,7/27/2020,204194825,92,"Small-hydro, Solar, Wind",MD,5,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,4/27/2020,146567825,53,Various,MD,10,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,1/27/2020,146567825,53,Various,MD,9,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,7/29/2019,146567825,53,Various,MD,7,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,4/22/2019,146567825,53,Various,MD,7,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,2/5/2019,96927825,34,"Biogas, Small Hydro, Solar, Wind",MD,14,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,10/29/2018,96927825,34,"Biogas, Small Hydro, Solar, Wind",MD,14,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,7/23/2018,96927825,34,"Biogas, Small Hydro, Solar, Wind",MD,14,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,4/25/2018,96927825,34,"Biogas,Small Hydro,Solar,Wind",MD,14,38.980297,-76.93312,College Park,2527.7,40884
University of Maryland,1/22/2018,96927825,34,"Biogas,Small Hydro,Solar,Wind",MD,14,38.980297,-76.93312,College Park,2527.7,40884
University of Minnesota,7/26/2021,61519736,16,"Solar, Wind",MN,22,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,4/26/2021,61519736,16,"Solar, Wind",MN,22,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,1/25/2021,75528949,32,"Biomass, Solar, Wind",MN,17,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,1/25/2021,58410288,15,Various,MN,24,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,10/19/2020,58410288,15,Various,MN,23,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,7/27/2020,58410288,15,Various,MN,24,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,4/27/2020,57800000,16,"Solar, Wind",MN,25,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,1/27/2020,57800000,16,"Solar, Wind",MN,25,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,7/29/2019,57800000,16,"Solar, Wind",MN,22,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,4/22/2019,57800000,16,"Solar, Wind",MN,23,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,2/5/2019,57800000,16,"Solar, Wind",MN,24,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,10/29/2018,57800000,16,"Solar, Wind",MN,23,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,7/23/2018,57800000,16,"Solar, Wind",MN,25,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,4/25/2018,57800000,16,"Solar, Wind",MN,25,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Minnesota,1/22/2018,578000000,16,"Solar,Wind",MN,22,44.97587,-93.23449,Minneapolis,2710.7,51429
University of Missouri,7/26/2021,75528949,32,"Biomass, Solar, Wind",MO,19,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,4/26/2021,75528949,32,"Biomass, Solar, Wind",MO,19,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,10/19/2020,75528949,32,"Biomass, Solar, Wind",MO,16,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,7/27/2020,79114109,33,"Biomass, Solar, Wind",MO,16,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,4/27/2020,104001209,42,"Biomass, Solar, Wind",MO,14,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,1/27/2020,104001209,42,"Biogas, Solar, Wind",MO,15,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,7/29/2019,104001209,42,"Biomass, Solar, Wind",MO,12,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,4/22/2019,104001209,42,"Biomass, Solar, Wind",MO,12,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,2/5/2019,104001209,42,"Biomass, Solar, Wind",MO,11,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,10/29/2018,104001209,42,"Biomass, Solar, Wind",MO,11,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,7/23/2018,97892973,37,"Biomass, Solar, Wind",MO,12,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,4/25/2018,97892973,37,"Biomass,Solar,Wind",MO,12,38.951561,-92.328636,Columbia,2627,30315.33
University of Missouri,1/22/2018,97892973,37,"Biomass,Solar,Wind",MO,13,38.951561,-92.328636,Columbia,2627,30315.33
University of New Hampshire,1/25/2021,69871000,100,Wind,NH,20,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,10/19/2020,69871000,100,Wind,NH,19,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,7/27/2020,69871000,100,Wind,NH,19,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,4/27/2020,46469000,65,Wind,NH,28,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,1/27/2020,46469000,65,Wind,NH,28,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,7/29/2019,56109545,65,Wind,NH,25,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,4/22/2019,46469000,65,Wind,NH,26,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,2/5/2019,46469000,65,Wind,NH,27,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,10/29/2018,46469000,65,Wind,NH,27,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,7/23/2018,70739000,100,Wind,NH,20,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,4/25/2018,70739000,100,Wind,NH,20,43.13861,-70.937706,Durham,2976.6,14811.33
University of New Hampshire,1/22/2018,70739000,100,Wind,NH,17,43.13861,-70.937706,Durham,2976.6,14811.33
University of North Texas,7/26/2021,80324884,74,"Solar, Wind",TX,17,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,4/26/2021,80324884,74,"Solar, Wind",TX,17,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,1/25/2021,80331867,67,"Solar, Wind",TX,16,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,10/19/2020,80331867,67,"Solar, Wind",TX,15,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,1/27/2020,107250000,100,"Solar, Wind",TX,13,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,7/29/2019,107250000,100,"Solar, Wind",TX,10,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,4/22/2019,107250000,100,"Solar, Wind",TX,10,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,2/5/2019,107250000,100,"Solar, Wind",TX,9,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,10/29/2018,107250000,100,"Solar, Wind",TX,9,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,7/23/2018,107250000,100,"Solar, Wind",TX,9,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,4/25/2018,107250000,100,"Solar, Wind",TX,9,33.210663,-97.14733,Denton,3107.4,39510
University of North Texas,1/22/2018,107250000,100,"Solar,Wind",TX,11,33.210663,-97.14733,Denton,3107.4,39510
University of Oklahoma,7/26/2021,122065000,72,Wind,OK,12,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,4/26/2021,125000000,105,Wind,OK,11,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,1/25/2021,132336000,70,Wind,OK,11,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,10/19/2020,132336000,70,Wind,OK,10,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,7/27/2020,132336000,70,Wind,OK,11,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,4/27/2020,132336000,70,Wind,OK,12,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,1/27/2020,135692000,70,Wind,OK,10,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,7/29/2019,135692000,70,Wind,OK,8,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,4/22/2019,135692000,70,Wind,OK,8,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,2/5/2019,124573400,67,Wind,OK,8,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,10/29/2018,124573400,67,Wind,OK,8,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,7/23/2018,124573400,67,Wind,OK,8,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,4/25/2018,124573400,67,Wind,OK,8,35.205894,-97.445717,Norman,3218.5,28138.33
University of Oklahoma,1/22/2018,128895000,69,Wind,OK,6,35.205894,-97.445717,Norman,3218.5,28138.33
University of Pennsylvania,4/27/2020,200000000,71,Wind,PA,5,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of Pennsylvania,1/27/2020,200000000,71,Wind,PA,4,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of Pennsylvania,7/29/2019,200000000,71,Wind,PA,3,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of Pennsylvania,4/22/2019,200000000,71,Wind,PA,3,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of Pennsylvania,2/5/2019,200000000,71,Wind,PA,3,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of Pennsylvania,10/29/2018,200000000,71,Wind,PA,3,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of Pennsylvania,7/23/2018,200000000,60,Wind,PA,3,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of Pennsylvania,4/25/2018,200000000,60,Wind,PA,3,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of Pennsylvania,1/22/2018,200000000,52,Wind,PA,3,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of Pittsburgh,10/19/2020,41049070,19,Various,PA,30,40.4446,-79.9533,Pittsburgh,2021.3,31212
University of Pittsburgh,7/27/2020,41049070,19,Various,PA,30,40.4446,-79.9533,Pittsburgh,2021.3,31212
University of Pittsburgh,7/29/2019,32412337,15,Various,PA,29,40.4446,-79.9533,Pittsburgh,2021.3,31212
University of Pittsburgh,4/22/2019,32412337,15,Various,PA,30,40.4446,-79.9533,Pittsburgh,2021.3,31212
University of Pittsburgh,2/5/2019,32412337,15,Various,PA,30,40.4446,-79.9533,Pittsburgh,2021.3,31212
University of South Florida,10/29/2018,78654500,40,Wind,FL,17,28.05457,-82.412094,Tampa,2926.5,46239.33
University of South Florida,7/23/2018,78654500,40,Wind,FL,17,28.05457,-82.412094,Tampa,2926.5,46239.33
University of South Florida,4/25/2018,78654500,40,Wind,FL,17,28.05457,-82.412094,Tampa,2926.5,46239.33
University of South Florida,1/22/2018,78564500,40,Wind,PA,16,28.05457,-82.412094,Tampa,2926.5,46239.33
"University of Tennessee, Knoxville",1/25/2021,50058020,21,"Solar, Wind",TN,28,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",10/19/2020,50058020,21,"Solar, Wind",TN,27,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",7/27/2020,158044000,67,"Solar, Wind",TN,8,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",4/27/2020,158044000,67,"Solar, Wind",TN,8,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",1/27/2020,158044000,67,"Solar, Wind",TN,7,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",7/29/2019,158044000,67,"Solar, Wind",TN,6,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",4/22/2019,158044000,67,"Solar, Wind",TN,6,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",2/5/2019,250070000,94,"Solar, Wind",TN,1,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",10/29/2018,250070000,94,"Solar, Wind",TN,1,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",7/23/2018,250070000,94,"Solar, Wind",TN,1,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",4/25/2018,250070000,94,"Solar, Wind",TN,1,35.950867,-83.930984,Knoxville,2613.9,29637.67
"University of Tennessee, Knoxville",1/22/2018,250070000,94,"Solar,Wind",TN,1,35.950867,-83.930984,Knoxville,2613.9,29637.67
University of Utah,7/26/2021,129873801,43,"Geothermal, Solar",UT,9,40.277779,-111.71389,Salt Lake City,3029.4,32985.33
University of Utah,4/26/2021,148673985,49,"Geothermal, Solar",UT,9,40.277779,-111.71389,Salt Lake City,3029.4,32985.33
University of Utah,1/25/2021,148673985,49,Geothermal,UT,9,40.277779,-111.71389,Salt Lake City,3029.4,32985.33
University of Utah,10/19/2020,148673985,49,"Geothermal, Solar",UT,8,40.277779,-111.71389,Salt Lake City,3029.4,32985.33
University of Utah,7/27/2020,148673985,49,"Geothermal, Solar",UT,9,40.277779,-111.71389,Salt Lake City,3029.4,32985.33
University of Utah,4/27/2020,148673985,49,"Geothermal, Solar",UT,9,40.277779,-111.71389,Salt Lake City,3029.4,32985.33
University of Utah,1/27/2020,148673985,49,"Geothermal, Solar",UT,8,40.277779,-111.71389,Salt Lake City,3029.4,32985.33
University of Vermont,7/26/2021,59759945,101,"Biogas, Solar, Wind",VT,24,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,4/26/2021,59759945,101,"Biogas, Solar, Wind",VT,24,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,1/25/2021,59759945,101,"Biogas, Solar, Wind",VT,23,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,10/19/2020,59759945,101,"Biogas, Solar, Wind",VT,22,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,7/27/2020,59759945,101,"Biogas, Solar, Wind",VT,23,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,4/27/2020,59759945,101,"Biogas, Solar, Wind",VT,23,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,1/27/2020,57716250,96,"Biogas, Solar, Wind",VT,26,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,7/29/2019,57716250,96,"Biogas, Solar, Wind",VT,23,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,4/22/2019,57716250,96,"Biogas, Solar, Wind",VT,24,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,2/5/2019,57716250,96,"Biogas, Solar, Wind",VT,25,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,10/29/2018,57716250,96,"Biogas, Solar, Wind",VT,24,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,7/23/2018,59533000,99,Wind,VT,24,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,4/25/2018,59533000,99,Wind,VT,24,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Vermont,1/22/2018,59533000,99,Wind,VT,21,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Virginia,7/26/2021,61461216,18,Solar,VA,23,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Virginia,4/26/2021,61461216,18,Solar,VA,23,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Virginia,1/25/2021,61461216,18,Solar,VA,22,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Virginia,10/19/2020,61461216,18,Solar,VA,21,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Virginia,7/27/2020,61461216,18,Solar,VA,21,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Virginia,4/27/2020,70936294,21,Solar,VA,20,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Virginia,1/27/2020,70936294,21,Solar,VA,21,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Virginia,7/29/2019,70936294,21,Solar,VA,18,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Virginia,4/22/2019,70936294,21,Solar,VA,18,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Virginia,2/5/2019,70936294,21,Solar,VA,19,38.031788,-78.50434,Charlottesville,3072.7,25093
University of Wisconsin,7/26/2021,41776175,10,"Solar, Wind",WI,29,43.074787,-89.403564,Madison,2773.4,44120
University of Wisconsin,1/27/2020,64424214,14,"Biogas, Solar, Wind",WI,22,43.074787,-89.403564,Madison,2773.4,44120
University of Wisconsin,7/29/2019,64424214,14,"Biogas, Solar, Wind",WI,19,43.074787,-89.403564,Madison,2773.4,44120
University of Wisconsin,4/22/2019,64424214,14,"Biogas, Solar, Wind",WI,19,43.074787,-89.403564,Madison,2773.4,44120
University of Wisconsin,2/5/2019,72168457,16,"Biogas, Solar, Wind",WI,18,43.074787,-89.403564,Madison,2773.4,44120
University of Wisconsin,10/29/2018,72168457,16,"Biogas, Solar, Wind",WI,19,43.074787,-89.403564,Madison,2773.4,44120
University of Wisconsin,7/23/2018,72168457,16,"Biogas, Solar, Wind",WI,19,43.074787,-89.403564,Madison,2773.4,44120
University of Wisconsin,4/25/2018,72168457,16,"Biogas,Solar,Wind",WI,19,43.074787,-89.403564,Madison,2773.4,44120
University of Wisconsin,1/22/2018,70198709,15,"Biogas,Solar,Wind",WI,18,43.074787,-89.403564,Madison,2773.4,44120
Western Washington University,7/23/2018,40000000,110,Wind,WA,29,48.73815,-122.48582,Bellingham,2755.1,15820
Western Washington University,4/25/2018,40000000,119,Wind,WA,29,48.73815,-122.48582,Bellingham,2755.1,15820
Western Washington University,1/22/2018,40000000,119,Wind,WA,28,48.73815,-122.48582,Bellingham,2755.1,15820
